Scenario,Year,Disease,AgeGroup,Hospitalisations Avoided,95% CL
2,2023,stroke,0-5,-0.001183,0.008607
2,2023,stroke,06-17,0.007757,0.023702
2,2023,stroke,18-64,0.100058,0.133867
2,2023,stroke,65+,0.318561,0.188345
2,2023,stroke,total,0.425193,0.232445
2,2023,total,total,94.749624,12.674067
2,2024,childhood asthma,0-5,-0.018905,0.050781
2,2024,childhood asthma,06-17,0.931702,0.13917
2,2024,childhood asthma,18-64,0.574539,0.321722
2,2024,childhood asthma,65+,0.121025,0.150068
2,2024,childhood asthma,total,1.608361,0.384672
2,2024,chronic obstructive pulmonary disease,0-5,0,0
2,2024,chronic obstructive pulmonary disease,06-17,0,0
2,2024,chronic obstructive pulmonary disease,18-64,71.661501,9.656416
2,2024,chronic obstructive pulmonary disease,65+,35.251571,8.610818
2,2024,chronic obstructive pulmonary disease,total,106.913072,12.938027
2,2024,coronary heart disease,0-5,0,0
2,2024,coronary heart disease,06-17,0,0
2,2024,coronary heart disease,18-64,1.302334,0.272004
2,2024,coronary heart disease,65+,1.804966,0.355336
2,2024,coronary heart disease,total,3.107301,0.447493
2,2024,lung cancer,0-5,0,0
2,2024,lung cancer,06-17,0.000002,0.017305
2,2024,lung cancer,18-64,1.649682,1.047428
2,2024,lung cancer,65+,1.212527,1.599148
2,2024,lung cancer,total,2.862211,1.911721
2,2024,stroke,0-5,0.000672,0.008497
2,2024,stroke,06-17,0.002733,0.024039
2,2024,stroke,18-64,0.15521,0.137565
2,2024,stroke,65+,0.403297,0.19398
2,2024,stroke,total,0.561912,0.239171
2,2024,total,total,115.052856,13.093993
2,2025,childhood asthma,0-5,0.002398,0.05039
2,2025,childhood asthma,06-17,1.063475,0.140986
2,2025,childhood asthma,18-64,0.60672,0.326232
2,2025,childhood asthma,65+,0.094797,0.155063
2,2025,childhood asthma,total,1.767389,0.391009
2,2025,chronic obstructive pulmonary disease,0-5,0,0
2,2025,chronic obstructive pulmonary disease,06-17,0,0
2,2025,chronic obstructive pulmonary disease,18-64,81.510746,9.935363
2,2025,chronic obstructive pulmonary disease,65+,43.394363,8.914809
2,2025,chronic obstructive pulmonary disease,total,124.905109,13.348605
2,2025,coronary heart disease,0-5,0,0
2,2025,coronary heart disease,06-17,0,0
2,2025,coronary heart disease,18-64,1.551996,0.278873
2,2025,coronary heart disease,65+,2.114807,0.365203
2,2025,coronary heart disease,total,3.666803,0.459504
2,2025,lung cancer,0-5,0,0
2,2025,lung cancer,06-17,0.000001,0.015723
2,2025,lung cancer,18-64,1.431101,1.081409
2,2025,lung cancer,65+,1.497054,1.658604
2,2025,lung cancer,total,2.928157,1.980065
2,2025,stroke,0-5,-0.000573,0.008382
2,2025,stroke,06-17,0.001446,0.024396
2,2025,stroke,18-64,0.170313,0.14127
2,2025,stroke,65+,0.441201,0.19974
2,2025,stroke,total,0.612387,0.246006
2,2025,total,total,133.879844,13.510384
2,2026,childhood asthma,0-5,-0.000252,0.050012
2,2026,childhood asthma,06-17,1.173866,0.142384
2,2026,childhood asthma,18-64,0.66165,0.33084
2,2026,childhood asthma,65+,0.106879,0.160437
2,2026,childhood asthma,total,1.942142,0.397454
2,2026,chronic obstructive pulmonary disease,0-5,0,0
2,2026,chronic obstructive pulmonary disease,06-17,0,0
2,2026,chronic obstructive pulmonary disease,18-64,94.925782,10.189403
2,2026,chronic obstructive pulmonary disease,65+,52.917718,9.252074
2,2026,chronic obstructive pulmonary disease,total,147.8435,13.763169
2,2026,coronary heart disease,0-5,0,0
2,2026,coronary heart disease,06-17,0,0
2,2026,coronary heart disease,18-64,1.811941,0.285633
2,2026,coronary heart disease,65+,2.566987,0.374098
2,2026,coronary heart disease,total,4.378929,0.470675
2,2026,lung cancer,0-5,0,0
2,2026,lung cancer,06-17,-0.002206,0.01887
2,2026,lung cancer,18-64,1.391951,1.114243
2,2026,lung cancer,65+,2.478131,1.714413
2,2026,lung cancer,total,3.867875,2.044776
2,2026,stroke,0-5,-0.002493,0.008329
2,2026,stroke,06-17,0.005711,0.024619
2,2026,stroke,18-64,0.220798,0.144909
2,2026,stroke,65+,0.477322,0.205409
2,2026,stroke,total,0.701337,0.252719
2,2026,total,total,158.733784,13.930158
2,2027,childhood asthma,0-5,0.018425,0.049711
2,2027,childhood asthma,06-17,1.279195,0.143973
2,2027,childhood asthma,18-64,0.743497,0.335212
2,2027,childhood asthma,65+,0.070019,0.166165
2,2027,childhood asthma,total,2.111137,0.403952
2,2027,chronic obstructive pulmonary disease,0-5,0,0
2,2027,chronic obstructive pulmonary disease,06-17,0,0
2,2027,chronic obstructive pulmonary disease,18-64,108.764155,10.441891
2,2027,chronic obstructive pulmonary disease,65+,61.578007,9.604629
2,2027,chronic obstructive pulmonary disease,total,170.342162,14.187389
2,2027,coronary heart disease,0-5,0,0
2,2027,coronary heart disease,06-17,0,0
2,2027,coronary heart disease,18-64,2.086919,0.292248
2,2027,coronary heart disease,65+,3.058127,0.383923
2,2027,coronary heart disease,total,5.145046,0.4825
2,2027,lung cancer,0-5,0,0
2,2027,lung cancer,06-17,0.000002,0.016683
2,2027,lung cancer,18-64,0.985841,1.145423
2,2027,lung cancer,65+,3.143787,1.780502
2,2027,lung cancer,total,4.12963,2.117182
2,2027,stroke,0-5,-0.003908,0.008191
2,2027,stroke,06-17,0.004669,0.02501
2,2027,stroke,18-64,0.262311,0.148589
2,2027,stroke,65+,0.562051,0.211757
2,2027,stroke,total,0.825124,0.260024
2,2027,total,total,182.553098,14.360643
2,2028,childhood asthma,0-5,-0.002712,0.049591
2,2028,childhood asthma,06-17,1.38547,0.144627
2,2028,childhood asthma,18-64,0.843898,0.339776
2,2028,childhood asthma,65+,0.084805,0.172361
2,2028,childhood asthma,total,2.31146,0.410525
2,2028,chronic obstructive pulmonary disease,0-5,0,0
2,2028,chronic obstructive pulmonary disease,06-17,0,0
2,2028,chronic obstructive pulmonary disease,18-64,123.41541,10.687773
2,2028,chronic obstructive pulmonary disease,65+,75.665691,9.975437
2,2028,chronic obstructive pulmonary disease,total,199.081101,14.619775
2,2028,coronary heart disease,0-5,0,0
2,2028,coronary heart disease,06-17,0,0
2,2028,coronary heart disease,18-64,2.427982,0.298555
2,2028,coronary heart disease,65+,3.575326,0.394646
2,2028,coronary heart disease,total,6.003309,0.494854
2,2028,lung cancer,0-5,0,0
2,2028,lung cancer,06-17,0.007033,0.02002
2,2028,lung cancer,18-64,1.281521,1.180077
2,2028,lung cancer,65+,2.866801,1.84483
2,2028,lung cancer,total,4.155357,2.190065
2,2028,stroke,0-5,-0.002535,0.008349
2,2028,stroke,06-17,0.003539,0.025071
2,2028,stroke,18-64,0.332574,0.152136
2,2028,stroke,65+,0.617471,0.218542
2,2028,stroke,total,0.951049,0.26759
2,2028,total,total,212.502276,14.799298
2,2029,childhood asthma,0-5,-0.007802,0.049498
2,2029,childhood asthma,06-17,1.493399,0.145744
2,2029,childhood asthma,18-64,0.97892,0.343822
2,2029,childhood asthma,65+,0.10024,0.178622
2,2029,childhood asthma,total,2.564758,0.416906
2,2029,chronic obstructive pulmonary disease,0-5,0,0
2,2029,chronic obstructive pulmonary disease,06-17,0,0
2,2029,chronic obstructive pulmonary disease,18-64,134.738321,10.903122
2,2029,chronic obstructive pulmonary disease,65+,88.253977,10.346063
2,2029,chronic obstructive pulmonary disease,total,222.992298,15.030605
2,2029,coronary heart disease,0-5,0,0
2,2029,coronary heart disease,06-17,0,0
2,2029,coronary heart disease,18-64,2.716197,0.304657
2,2029,coronary heart disease,65+,4.226167,0.405415
2,2029,coronary heart disease,total,6.942364,0.507126
2,2029,lung cancer,0-5,0,0
2,2029,lung cancer,06-17,0.004827,0.017683
2,2029,lung cancer,18-64,1.187829,1.212949
2,2029,lung cancer,65+,3.310241,1.906403
2,2029,lung cancer,total,4.502897,2.259629
2,2029,stroke,0-5,-0.005559,0.008382
2,2029,stroke,06-17,0.002036,0.025307
2,2029,stroke,18-64,0.38785,0.155359
2,2029,stroke,65+,0.709536,0.225497
2,2029,stroke,total,1.093863,0.275129
2,2029,total,total,238.09618,15.216166
2,2030,childhood asthma,0-5,-0.014558,0.049684
2,2030,childhood asthma,06-17,1.559558,0.145496
2,2030,childhood asthma,18-64,1.130701,0.348223
2,2030,childhood asthma,65+,0.118516,0.185409
2,2030,childhood asthma,total,2.794217,0.423407
2,2030,chronic obstructive pulmonary disease,0-5,0,0
2,2030,chronic obstructive pulmonary disease,06-17,0,0
2,2030,chronic obstructive pulmonary disease,18-64,154.910974,11.103278
2,2030,chronic obstructive pulmonary disease,65+,100.638953,10.760189
2,2030,chronic obstructive pulmonary disease,total,255.549928,15.461708
2,2030,coronary heart disease,0-5,0,0
2,2030,coronary heart disease,06-17,0,0
2,2030,coronary heart disease,18-64,3.010524,0.310085
2,2030,coronary heart disease,65+,4.895255,0.4178
2,2030,coronary heart disease,total,7.905778,0.520297
2,2030,lung cancer,0-5,0,0
2,2030,lung cancer,06-17,0.007453,0.020057
2,2030,lung cancer,18-64,1.373097,1.23587
2,2030,lung cancer,65+,3.725015,1.979679
2,2030,lung cancer,total,5.105565,2.33386
2,2030,stroke,0-5,-0.005488,0.008388
2,2030,stroke,06-17,0.002285,0.025343
2,2030,stroke,18-64,0.445053,0.15844
2,2030,stroke,65+,0.85123,0.233076
2,2030,stroke,total,1.29308,0.283091
2,2030,total,total,272.648568,15.6538
2,2031,childhood asthma,0-5,0.012808,0.049855
2,2031,childhood asthma,06-17,1.558251,0.145578
2,2031,childhood asthma,18-64,1.334519,0.352337
2,2031,childhood asthma,65+,0.097321,0.192214
2,2031,childhood asthma,total,3.002899,0.429845
2,2031,chronic obstructive pulmonary disease,0-5,0,0
2,2031,chronic obstructive pulmonary disease,06-17,0,0
2,2031,chronic obstructive pulmonary disease,18-64,173.828165,11.315365
2,2031,chronic obstructive pulmonary disease,65+,112.137899,11.152761
2,2031,chronic obstructive pulmonary disease,total,285.966064,15.887781
2,2031,coronary heart disease,0-5,0,0
2,2031,coronary heart disease,06-17,0,0
2,2031,coronary heart disease,18-64,3.382813,0.315716
2,2031,coronary heart disease,65+,5.646444,0.431156
2,2031,coronary heart disease,total,9.029257,0.534389
2,2031,lung cancer,0-5,0,0
2,2031,lung cancer,06-17,0.00512,0.024515
2,2031,lung cancer,18-64,1.513929,1.26301
2,2031,lung cancer,65+,4.919566,2.051321
2,2031,lung cancer,total,6.438616,2.40909
2,2031,stroke,0-5,-0.001933,0.00846
2,2031,stroke,06-17,-0.003504,0.025392
2,2031,stroke,18-64,0.533259,0.161549
2,2031,stroke,65+,0.976035,0.241163
2,2031,stroke,total,1.503857,0.291504
2,2031,total,total,305.940692,16.086659
2,2032,childhood asthma,0-5,0.011035,0.050186
2,2032,childhood asthma,06-17,1.567262,0.145165
2,2032,childhood asthma,18-64,1.461449,0.356427
2,2032,childhood asthma,65+,0.08968,0.199275
2,2032,childhood asthma,total,3.129426,0.436282
2,2032,chronic obstructive pulmonary disease,0-5,0,0
2,2032,chronic obstructive pulmonary disease,06-17,0,0
2,2032,chronic obstructive pulmonary disease,18-64,189.842868,11.519527
2,2032,chronic obstructive pulmonary disease,65+,125.550068,11.555267
2,2032,chronic obstructive pulmonary disease,total,315.392936,16.316362
2,2032,coronary heart disease,0-5,0,0
2,2032,coronary heart disease,06-17,0,0
2,2032,coronary heart disease,18-64,3.760867,0.321745
2,2032,coronary heart disease,65+,6.42466,0.444823
2,2032,coronary heart disease,total,10.185527,0.548989
2,2032,lung cancer,0-5,0,0
2,2032,lung cancer,06-17,0.007895,0.025738
2,2032,lung cancer,18-64,1.593046,1.290218
2,2032,lung cancer,65+,5.512902,2.128146
2,2032,lung cancer,total,7.113843,2.488842
2,2032,stroke,0-5,0.002185,0.008379
2,2032,stroke,06-17,-0.000941,0.025307
2,2032,stroke,18-64,0.598597,0.164649
2,2032,stroke,65+,1.154638,0.249558
2,2032,stroke,total,1.75448,0.300166
2,2032,total,total,337.57621,16.522707
2,2033,childhood asthma,0-5,0.010941,0.050622
2,2033,childhood asthma,06-17,1.533049,0.145034
2,2033,childhood asthma,18-64,1.703006,0.360685
2,2033,childhood asthma,65+,0.049319,0.205669
2,2033,childhood asthma,total,3.296315,0.442709
2,2033,chronic obstructive pulmonary disease,0-5,0,0
2,2033,chronic obstructive pulmonary disease,06-17,0,0
2,2033,chronic obstructive pulmonary disease,18-64,202.806943,11.751882
2,2033,chronic obstructive pulmonary disease,65+,141.231388,11.922996
2,2033,chronic obstructive pulmonary disease,total,344.038332,16.741105
2,2033,coronary heart disease,0-5,0,0
2,2033,coronary heart disease,06-17,0,0
2,2033,coronary heart disease,18-64,4.15531,0.32844
2,2033,coronary heart disease,65+,7.0842,0.458387
2,2033,coronary heart disease,total,11.23951,0.563907
2,2033,lung cancer,0-5,0,0
2,2033,lung cancer,06-17,-0.008088,0.023073
2,2033,lung cancer,18-64,1.794096,1.322869
2,2033,lung cancer,65+,5.822086,2.201783
2,2033,lung cancer,total,7.608095,2.568729
2,2033,stroke,0-5,0.001024,0.00838
2,2033,stroke,06-17,0.002848,0.02527
2,2033,stroke,18-64,0.680457,0.168228
2,2033,stroke,65+,1.312856,0.257648
2,2033,stroke,total,1.997184,0.308855
2,2033,total,total,368.179435,16.955009
2,2034,childhood asthma,0-5,-0.000209,0.051197
2,2034,childhood asthma,06-17,1.451157,0.143785
2,2034,childhood asthma,18-64,1.956938,0.364979
2,2034,childhood asthma,65+,0.022206,0.2128
2,2034,childhood asthma,total,3.430094,0.449209
2,2034,chronic obstructive pulmonary disease,0-5,0,0
2,2034,chronic obstructive pulmonary disease,06-17,0,0
2,2034,chronic obstructive pulmonary disease,18-64,222.068149,11.978093
2,2034,chronic obstructive pulmonary disease,65+,161.3069,12.337132
2,2034,chronic obstructive pulmonary disease,total,383.375049,17.195334
2,2034,coronary heart disease,0-5,0,0
2,2034,coronary heart disease,06-17,0,0
2,2034,coronary heart disease,18-64,4.518192,0.334527
2,2034,coronary heart disease,65+,8.032661,0.472966
2,2034,coronary heart disease,total,12.550854,0.579314
2,2034,lung cancer,0-5,0,0
2,2034,lung cancer,06-17,-0.011101,0.020375
2,2034,lung cancer,18-64,2.650819,1.354922
2,2034,lung cancer,65+,5.308174,2.279249
2,2034,lung cancer,total,7.947892,2.651642
2,2034,stroke,0-5,-0.000828,0.00854
2,2034,stroke,06-17,0.003357,0.024964
2,2034,stroke,18-64,0.753209,0.171419
2,2034,stroke,65+,1.413535,0.266454
2,2034,stroke,total,2.169272,0.317928
2,2034,total,total,409.473162,17.416923
2,2035,childhood asthma,0-5,0.002883,0.051814
2,2035,childhood asthma,06-17,1.361897,0.143073
2,2035,childhood asthma,18-64,2.186821,0.369202
2,2035,childhood asthma,65+,0.02954,0.219889
2,2035,childhood asthma,total,3.581141,0.455868
2,2035,chronic obstructive pulmonary disease,0-5,0,0
2,2035,chronic obstructive pulmonary disease,06-17,0,0
2,2035,chronic obstructive pulmonary disease,18-64,232.205177,12.250729
2,2035,chronic obstructive pulmonary disease,65+,177.610752,12.7382
2,2035,chronic obstructive pulmonary disease,total,409.815931,17.673202
2,2035,coronary heart disease,0-5,0,0
2,2035,coronary heart disease,06-17,0,0
2,2035,coronary heart disease,18-64,4.907668,0.34013
2,2035,coronary heart disease,65+,8.93651,0.488443
2,2035,coronary heart disease,total,13.844178,0.595201
2,2035,lung cancer,0-5,0,0
2,2035,lung cancer,06-17,0.008606,0.026881
2,2035,lung cancer,18-64,2.072593,1.389197
2,2035,lung cancer,65+,5.143001,2.360188
2,2035,lung cancer,total,7.224201,2.73881
2,2035,stroke,0-5,-0.000326,0.008656
2,2035,stroke,06-17,0.008428,0.024723
2,2035,stroke,18-64,0.82528,0.174418
2,2035,stroke,65+,1.579323,0.275664
2,2035,stroke,total,2.412704,0.327259
2,2035,total,total,436.878155,17.902858
2,2036,childhood asthma,0-5,0.02541,0.052416
2,2036,childhood asthma,06-17,1.266489,0.142591
2,2036,childhood asthma,18-64,2.49585,0.37303
2,2036,childhood asthma,65+,0.007543,0.227596
2,2036,childhood asthma,total,3.795292,0.462634
2,2036,chronic obstructive pulmonary disease,0-5,0,0
2,2036,chronic obstructive pulmonary disease,06-17,0,0
2,2036,chronic obstructive pulmonary disease,18-64,242.687543,12.442638
2,2036,chronic obstructive pulmonary disease,65+,196.668177,13.162454
2,2036,chronic obstructive pulmonary disease,total,439.355721,18.112688
2,2036,coronary heart disease,0-5,0,0
2,2036,coronary heart disease,06-17,0,0
2,2036,coronary heart disease,18-64,5.267305,0.344795
2,2036,coronary heart disease,65+,9.964498,0.505605
2,2036,coronary heart disease,total,15.231803,0.61198
2,2036,lung cancer,0-5,0,0
2,2036,lung cancer,06-17,0.000031,0.027057
2,2036,lung cancer,18-64,2.308,1.409106
2,2036,lung cancer,65+,5.388996,2.445769
2,2036,lung cancer,total,7.697028,2.822782
2,2036,stroke,0-5,-0.001793,0.00892
2,2036,stroke,06-17,0.009123,0.02462
2,2036,stroke,18-64,0.880826,0.177003
2,2036,stroke,65+,1.724481,0.285645
2,2036,stroke,total,2.612637,0.337059
2,2036,total,total,468.69248,18.350469
2,2037,childhood asthma,0-5,0.017286,0.053172
2,2037,childhood asthma,06-17,1.258353,0.142375
2,2037,childhood asthma,18-64,2.712022,0.376645
2,2037,childhood asthma,65+,-0.033323,0.235761
2,2037,childhood asthma,total,3.954337,0.469619
2,2037,chronic obstructive pulmonary disease,0-5,0,0
2,2037,chronic obstructive pulmonary disease,06-17,0,0
2,2037,chronic obstructive pulmonary disease,18-64,253.983726,12.616558
2,2037,chronic obstructive pulmonary disease,65+,216.941789,13.589825
2,2037,chronic obstructive pulmonary disease,total,470.925515,18.543486
2,2037,coronary heart disease,0-5,0,0
2,2037,coronary heart disease,06-17,0,0
2,2037,coronary heart disease,18-64,5.694291,0.349421
2,2037,coronary heart disease,65+,10.955602,0.522578
2,2037,coronary heart disease,total,16.649893,0.628636
2,2037,lung cancer,0-5,0,0
2,2037,lung cancer,06-17,-0.002992,0.028489
2,2037,lung cancer,18-64,2.722531,1.43222
2,2037,lung cancer,65+,6.092865,2.535848
2,2037,lung cancer,total,8.812403,2.912489
2,2037,stroke,0-5,-0.002804,0.008908
2,2037,stroke,06-17,0.009436,0.024638
2,2037,stroke,18-64,0.895695,0.179384
2,2037,stroke,65+,1.869976,0.29586
2,2037,stroke,total,2.772303,0.346984
2,2037,total,total,503.114453,18.790412
2,2038,childhood asthma,0-5,0.016779,0.053899
2,2038,childhood asthma,06-17,1.201658,0.142241
2,2038,childhood asthma,18-64,2.968658,0.379551
2,2038,childhood asthma,65+,-0.056839,0.244772
2,2038,childhood asthma,total,4.130258,0.476561
2,2038,chronic obstructive pulmonary disease,0-5,0,0
2,2038,chronic obstructive pulmonary disease,06-17,0,0
2,2038,chronic obstructive pulmonary disease,18-64,264.394098,12.706285
2,2038,chronic obstructive pulmonary disease,65+,247.335235,14.090523
2,2038,chronic obstructive pulmonary disease,total,511.729332,18.973469
2,2038,coronary heart disease,0-5,0,0
2,2038,coronary heart disease,06-17,0,0
2,2038,coronary heart disease,18-64,5.998921,0.352296
2,2038,coronary heart disease,65+,12.135475,0.541017
2,2038,coronary heart disease,total,18.134395,0.645609
2,2038,lung cancer,0-5,0,0
2,2038,lung cancer,06-17,0.012528,0.03118
2,2038,lung cancer,18-64,2.50797,1.444588
2,2038,lung cancer,65+,6.272996,2.632272
2,2038,lung cancer,total,8.793493,3.002775
2,2038,stroke,0-5,-0.00076,0.008944
2,2038,stroke,06-17,0.01116,0.024804
2,2038,stroke,18-64,0.931765,0.18087
2,2038,stroke,65+,2.141497,0.306774
2,2038,stroke,total,3.083662,0.357098
2,2038,total,total,545.87114,19.229681
2,2039,childhood asthma,0-5,0.043231,0.054641
2,2039,childhood asthma,06-17,1.117237,0.142373
2,2039,childhood asthma,18-64,3.180404,0.382926
2,2039,childhood asthma,65+,-0.080382,0.252852
2,2039,childhood asthma,total,4.260492,0.483551
2,2039,chronic obstructive pulmonary disease,0-5,0,0
2,2039,chronic obstructive pulmonary disease,06-17,0,0
2,2039,chronic obstructive pulmonary disease,18-64,271.488823,12.787287
2,2039,chronic obstructive pulmonary disease,65+,270.328831,14.543174
2,2039,chronic obstructive pulmonary disease,total,541.817655,19.365397
2,2039,coronary heart disease,0-5,0,0
2,2039,coronary heart disease,06-17,0,0
2,2039,coronary heart disease,18-64,6.275195,0.355522
2,2039,coronary heart disease,65+,13.313029,0.559958
2,2039,coronary heart disease,total,19.588224,0.663287
2,2039,lung cancer,0-5,0,0
2,2039,lung cancer,06-17,0.016102,0.030182
2,2039,lung cancer,18-64,3.106324,1.461333
2,2039,lung cancer,65+,7.652771,2.718564
2,2039,lung cancer,total,10.775198,3.086583
2,2039,stroke,0-5,0.002135,0.008926
2,2039,stroke,06-17,0.005548,0.024747
2,2039,stroke,18-64,0.97792,0.182811
2,2039,stroke,65+,2.422231,0.318057
2,2039,stroke,total,3.407833,0.367794
2,2039,total,total,579.849401,19.630452
2,2040,childhood asthma,0-5,0.024103,0.055551
2,2040,childhood asthma,06-17,1.08499,0.14298
2,2040,childhood asthma,18-64,3.439466,0.386469
2,2040,childhood asthma,65+,-0.130269,0.260441
2,2040,childhood asthma,total,4.418291,0.490629
2,2040,chronic obstructive pulmonary disease,0-5,0,0
2,2040,chronic obstructive pulmonary disease,06-17,0,0
2,2040,chronic obstructive pulmonary disease,18-64,279.592756,12.902315
2,2040,chronic obstructive pulmonary disease,65+,292.042932,14.960118
2,2040,chronic obstructive pulmonary disease,total,571.635688,19.755376
2,2040,coronary heart disease,0-5,0,0
2,2040,coronary heart disease,06-17,0,0
2,2040,coronary heart disease,18-64,6.510227,0.35859
2,2040,coronary heart disease,65+,14.549304,0.579271
2,2040,coronary heart disease,total,21.059532,0.681279
2,2040,lung cancer,0-5,0,0
2,2040,lung cancer,06-17,0.013253,0.024241
2,2040,lung cancer,18-64,3.290023,1.491466
2,2040,lung cancer,65+,8.870005,2.809923
2,2040,lung cancer,total,12.17328,3.181309
2,2040,stroke,0-5,-0.000193,0.00917
2,2040,stroke,06-17,0.007966,0.024704
2,2040,stroke,18-64,0.965023,0.184745
2,2040,stroke,65+,2.743938,0.329406
2,2040,stroke,total,3.716733,0.378594
2,2040,total,total,613.003524,20.03107
2,2041,childhood asthma,0-5,0.018036,0.056452
2,2041,childhood asthma,06-17,1.052459,0.143891
2,2041,childhood asthma,18-64,3.651381,0.389408
2,2041,childhood asthma,65+,-0.189973,0.26883
2,2041,childhood asthma,total,4.531903,0.497794
2,2041,chronic obstructive pulmonary disease,0-5,0,0
2,2041,chronic obstructive pulmonary disease,06-17,0,0
2,2041,chronic obstructive pulmonary disease,18-64,280.027032,12.9279
2,2041,chronic obstructive pulmonary disease,65+,313.46332,15.43932
2,2041,chronic obstructive pulmonary disease,total,593.490352,20.137111
2,2041,coronary heart disease,0-5,0,0
2,2041,coronary heart disease,06-17,0,0
2,2041,coronary heart disease,18-64,6.676675,0.359841
2,2041,coronary heart disease,65+,16.070837,0.600674
2,2041,coronary heart disease,total,22.747513,0.70021
2,2041,lung cancer,0-5,0,0
2,2041,lung cancer,06-17,0.003415,0.014911
2,2041,lung cancer,18-64,3.733847,1.506252
2,2041,lung cancer,65+,8.876173,2.907161
2,2041,lung cancer,total,12.613435,3.274233
2,2041,stroke,0-5,0.004593,0.009248
2,2041,stroke,06-17,0.003008,0.024822
2,2041,stroke,18-64,0.950502,0.186068
2,2041,stroke,65+,2.971527,0.34162
2,2041,stroke,total,3.92963,0.389907
2,2041,total,total,637.312833,20.423368
2,2042,childhood asthma,0-5,0.021927,0.057384
2,2042,childhood asthma,06-17,1.00676,0.145182
2,2042,childhood asthma,18-64,3.814232,0.392423
2,2042,childhood asthma,65+,-0.175956,0.277148
2,2042,childhood asthma,total,4.666963,0.505151
2,2042,chronic obstructive pulmonary disease,0-5,0,0
2,2042,chronic obstructive pulmonary disease,06-17,0,0
2,2042,chronic obstructive pulmonary disease,18-64,285.261195,12.981165
2,2042,chronic obstructive pulmonary disease,65+,335.385791,15.920586
2,2042,chronic obstructive pulmonary disease,total,620.646986,20.542047
2,2042,coronary heart disease,0-5,0,0
2,2042,coronary heart disease,06-17,0,0
2,2042,coronary heart disease,18-64,6.873395,0.360823
2,2042,coronary heart disease,65+,17.492806,0.622853
2,2042,coronary heart disease,total,24.366201,0.719819
2,2042,lung cancer,0-5,0,0
2,2042,lung cancer,06-17,-0.010502,0.011884
2,2042,lung cancer,18-64,3.858223,1.529971
2,2042,lung cancer,65+,9.225722,2.999896
2,2042,lung cancer,total,13.073443,3.36754
2,2042,stroke,0-5,0.002511,0.00934
2,2042,stroke,06-17,0.001078,0.025124
2,2042,stroke,18-64,0.998392,0.187285
2,2042,stroke,65+,3.27319,0.354246
2,2042,stroke,total,4.275172,0.401602
2,2042,total,total,667.028766,20.838681
2,2043,childhood asthma,0-5,0.033464,0.058344
2,2043,childhood asthma,06-17,0.98275,0.146836
2,2043,childhood asthma,18-64,3.997819,0.394793
2,2043,childhood asthma,65+,-0.182922,0.286696
2,2043,childhood asthma,total,4.831111,0.512855
2,2043,chronic obstructive pulmonary disease,0-5,0,0
2,2043,chronic obstructive pulmonary disease,06-17,0,0
2,2043,chronic obstructive pulmonary disease,18-64,285.328115,12.998105
2,2043,chronic obstructive pulmonary disease,65+,366.605457,16.429779
2,2043,chronic obstructive pulmonary disease,total,651.933572,20.949663
2,2043,coronary heart disease,0-5,0,0
2,2043,coronary heart disease,06-17,0,0
2,2043,coronary heart disease,18-64,6.895866,0.359768
2,2043,coronary heart disease,65+,19.280538,0.646612
2,2043,coronary heart disease,total,26.176404,0.739959
2,2043,lung cancer,0-5,0,0
2,2043,lung cancer,06-17,-0.010803,0.02123
2,2043,lung cancer,18-64,4.157553,1.536713
2,2043,lung cancer,65+,9.038787,3.105253
2,2043,lung cancer,total,13.185537,3.464756
2,2043,stroke,0-5,0.000148,0.00974
2,2043,stroke,06-17,0.001837,0.025594
2,2043,stroke,18-64,1.06869,0.187572
2,2043,stroke,65+,3.555858,0.367509
2,2043,stroke,total,4.626533,0.413516
2,2043,total,total,700.753155,21.257339
2,2044,childhood asthma,0-5,0.031599,0.059481
2,2044,childhood asthma,06-17,0.996462,0.148834
2,2044,childhood asthma,18-64,4.192563,0.397322
2,2044,childhood asthma,65+,-0.272136,0.296237
2,2044,childhood asthma,total,4.948486,0.520875
2,2044,chronic obstructive pulmonary disease,0-5,0,0
2,2044,chronic obstructive pulmonary disease,06-17,0,0
2,2044,chronic obstructive pulmonary disease,18-64,287.403372,13.032243
2,2044,chronic obstructive pulmonary disease,65+,392.910709,16.989138
2,2044,chronic obstructive pulmonary disease,total,680.31408,21.411916
2,2044,coronary heart disease,0-5,0,0
2,2044,coronary heart disease,06-17,0,0
2,2044,coronary heart disease,18-64,6.987554,0.357832
2,2044,coronary heart disease,65+,20.897877,0.671649
2,2044,coronary heart disease,total,27.88543,0.761023
2,2044,lung cancer,0-5,0,0
2,2044,lung cancer,06-17,0.000016,0.014609
2,2044,lung cancer,18-64,3.604738,1.539672
2,2044,lung cancer,65+,8.818613,3.214585
2,2044,lung cancer,total,12.423367,3.564317
2,2044,stroke,0-5,0.000838,0.009941
2,2044,stroke,06-17,0.006838,0.02581
2,2044,stroke,18-64,1.040956,0.187499
2,2044,stroke,65+,3.810557,0.381508
2,2044,stroke,total,4.859189,0.425993
2,2044,total,total,730.430554,21.730311
2,2045,childhood asthma,0-5,0.038676,0.060729
2,2045,childhood asthma,06-17,0.962218,0.151223
2,2045,childhood asthma,18-64,4.349181,0.398676
2,2045,childhood asthma,65+,-0.320494,0.307728
2,2045,childhood asthma,total,5.029582,0.529334
2,2045,chronic obstructive pulmonary disease,0-5,0,0
